Time,String1Module1,String1Module2,String1Module3,String1Module4,String1Module5,String1Module6,String1Module7,String1Module8,String1Module9,String1Module10,String1Module11,String1Module12,String1Module13,String1Module14,String1Module15,String1Module16,String1Module17,String1Module18,String1Module19,String2Module1,String2Module2,String2Module3,String2Module4,String2Module5,String2Module6,String2Module7,String2Module8,String2Module9,String2Module10,String2Module11,String2Module12,String2Module13,String2Module14,String2Module15,String2Module16,String2Module17,String2Module18,String2Module19,String3Module1,String3Module2,String3Module3,String3Module4,String3Module5,String3Module6,String3Module7,String3Module8,String3Module9,String3Module10,String3Module11,String3Module12,String3Module13,String3Module14,String3Module15,String3Module16,String3Module17,String3Module18,String3Module19,String4Module1,String4Module2,String4Module3,String4Module4,String4Module5,String4Module6,String4Module7,String4Module8,String4Module9,String4Module10,String4Module11,String4Module12,String4Module13,String4Module14,String4Module15,String4Module16,String4Module17,String4Module18,String4Module19
"2024-11-15 00:11:19",53.1628,53.1432,53.1888,53.1998,53.0979,53.199,53.1892,53.2254,53.1534,53.1206,52.9716,53.0391,53.0648,53.0964,52.9644,52.9497,52.9343,52.8656,53.0478,52.7811,52.7728,52.8585,52.7811,52.5786,52.7781,53.1624,53.0587,53.0998,53.5136,52.6405,52.5428,52.9203,53.0116,52.9618,52.7487,52.5277,52.4553,52.4198,52.2071,52.1758,52.6099,52.4828,52.5722,52.2584,52.3271,52.3712,52.2682,51.9873,51.942,52.2034,52.2562,52.2622,52.2045,51.8881,66.9836,67.2103,67.2585,52.8102,53.0451,52.975,53.0678,52.8,53.0086,52.751,52.9177,53.1206,53.0093,52.9569,52.9731,52.9863,52.9984,52.932,52.9339,52.8483,52.8011,52.8449
"2024-11-15 00:12:23",53.2209,53.1968,53.2465,53.2465,53.1507,53.2428,53.2367,53.2718,53.2047,53.1662,53.0285,53.0946,53.1149,53.1568,53.0187,52.9965,52.978,52.9214,53.1149,52.8166,52.8223,52.9037,52.8162,52.6246,52.8124,53.2084,53.1089,53.147,53.5528,52.6804,52.5926,52.9656,53.0602,53.0135,52.794,52.5767,52.4949,52.4681,52.243,52.2147,52.6273,52.507,52.6137,52.298,52.3576,52.4229,52.3059,52.0212,51.9722,52.2365,52.2931,52.2946,52.2388,51.9258,67.0073,67.2329,67.2925,52.8562,53.0972,53.0278,53.1168,52.8502,53.0516,52.7876,52.9663,53.1639,53.0553,53.0074,53.0199,53.0342,53.0436,52.9791,52.9754,52.8988,52.8524,52.9086
"2024-11-15 00:13:28",53.262,53.2518,53.2695,53.2884,53.1843,53.2797,53.2684,53.3174,53.2533,53.2364,53.07,53.1243,53.1451,53.193,53.0629,53.0357,53.0161,52.9535,53.1628,52.8705,52.8705,52.9407,52.869,52.6672,52.8656,53.2458,53.1549,53.1937,53.6052,52.7431,52.6337,53.0233,53.1172,53.0697,52.8453,52.6171,52.5364,52.5066,52.3044,52.2882,52.6914,52.576,52.6688,52.3535,52.4259,52.467,52.3576,52.0766,52.0257,52.2969,52.3497,52.3376,52.3048,51.9703,67.0681,67.2793,67.3336,52.909,53.1413,53.0753,53.1621,52.8973,53.1081,52.8287,53.0176,53.2224,53.1138,53.0546,53.0655,53.0783,53.0893,53.0252,53.0368,52.9403,52.8969,52.9463
"2024-11-15 00:14:33",53.3201,53.2922,53.3386,53.3457,53.2364,53.3371,53.3325,53.371,53.3005,53.2726,53.1202,53.1949,53.2073,53.248,53.116,53.1055,53.0629,53.0108,53.219,52.9048,52.8958,52.9803,52.909,52.7106,52.9052,53.3065,53.2088,53.2379,53.6456,52.7762,52.6695,53.0697,53.1696,53.1225,52.8932,52.665,52.5903,52.5496,52.3493,52.3274,52.7431,52.6273,52.7197,52.4059,52.4677,52.5024,52.4055,52.1276,52.0744,52.3444,52.4063,52.404,52.3395,52.0148,67.1001,67.2959,67.3713,52.9335,53.1779,53.1157,53.2156,52.9463,53.1575,52.8781,53.0644,53.2465,53.1515,53.1013,53.1277,53.1398,53.1402,53.0746,53.0825,52.9893,52.9422,52.9867
"2024-11-15 00:15:38",53.3653,53.3465,53.3748,53.3936,53.2869,53.3808,53.3676,53.4019,53.3552,53.3231,53.1704,53.2386,53.2522,53.2933,53.1575,53.1266,53.1179,53.0414,53.2529,52.9531,52.9527,53.0301,52.9497,52.7627,52.9554,53.3593,53.2529,53.2778,53.6874,52.8124,52.7238,53.1255,53.2194,53.1756,52.9456,52.7178,52.6288,52.5945,52.3957,52.3742,52.7989,52.6797,52.7721,52.4606,52.5194,52.5654,52.456,52.1781,52.1298,52.4055,52.4568,52.4621,52.4074,52.0661,67.1559,67.3653,67.4143,53.0074,53.2405,53.1688,53.2609,52.9961,53.2111,52.923,53.1127,53.2925,53.2103,53.1572,53.1692,53.1862,53.193,53.1255,53.1372,53.0406,52.9905,53.0474
"2024-11-15 00:16:44",53.4,53.3831,53.431,53.4404,53.3416,53.4336,53.423,53.4638,53.3985,53.3736,53.2213,53.2843,53.3005,53.3431,53.2133,53.1986,53.1685,53.1059,53.3122,53.0108,52.9976,53.093,53.0097,52.8091,53.0052,53.4004,53.3073,53.3423,53.7398,52.8773,52.7785,53.1722,53.2669,53.222,52.9988,52.7661,52.6835,52.6507,52.4466,52.43,52.8415,52.7223,52.8226,52.5073,52.5733,52.6107,52.5107,52.2166,52.1713,52.4519,52.4923,52.51,52.456,52.1083,67.1982,67.3988,67.4512,53.0519,53.2801,53.2062,53.2997,53.0308,53.2401,52.9539,53.1624,53.3653,53.2454,53.1915,53.2167,53.2284,53.2299,53.1613,53.1813,53.078,53.0391,53.1017
"2024-11-15 00:17:49",53.4649,53.4313,53.4823,53.4883,53.3872,53.4887,53.4777,53.5169,53.4494,53.4181,53.2646,53.3288,53.3612,53.391,53.2597,53.2428,53.222,53.1636,53.3676,53.0485,53.0316,53.1349,53.0372,52.8487,53.0418,53.4396,53.3623,53.3993,53.7896,52.918,52.8094,53.2149,53.3046,53.256,53.0478,52.797,52.7219,52.705,52.4956,52.4843,52.9026,52.7789,52.8751,52.5628,52.6269,52.6767,52.5643,52.2758,52.2135,52.5017,52.559,52.5658,52.5032,52.1721,67.2351,67.4369,67.5063,53.0972,53.3472,53.2665,53.3646,53.0915,53.3099,53.0082,53.2133,53.4049,53.3024,53.2533,53.2658,53.2752,53.2854,53.2269,53.2288,53.147,53.09,53.1409
"2024-11-15 00:18:54",53.5109,53.4856,53.5313,53.5396,53.4328,53.5347,53.5268,53.566,53.5045,53.4641,53.3197,53.3827,53.4015,53.4351,53.308,53.288,53.2688,53.2054,53.4144,53.0972,53.0968,53.1888,53.1013,52.8988,53.0878,53.5087,53.3966,53.4404,53.8485,52.9705,52.8781,53.2703,53.371,53.3137,53.0874,52.8528,52.7789,52.7329,52.5273,52.507,52.9399,52.8192,52.9158,52.5982,52.6699,52.7204,52.6062,52.318,52.2596,52.5443,52.6028,52.6062,52.5571,52.2086,67.2653,67.4829,67.5493,53.1409,53.3895,53.3133,53.4091,53.1447,53.348,53.0429,53.2537,53.4611,53.3567,53.3024,53.3186,53.3257,53.3321,53.2601,53.2616,53.1711,53.1323,53.1975
"2024-11-15 00:19:58",53.546,53.5294,53.5863,53.5965,53.4838,53.5848,53.5784,53.6278,53.5671,53.5203,53.3751,53.4313,53.4479,53.4947,53.3635,53.3521,53.319,53.256,53.4721,53.1583,53.1613,53.2409,53.1572,52.9531,53.1406,53.5388,53.4453,53.4932,53.8964,53.0236,52.9192,53.3318,53.411,53.3578,53.1424,52.9011,52.8049,52.7823,52.5741,52.5579,52.992,52.8803,52.975,52.6461,52.7257,52.7585,52.6484,52.358,52.3127,52.6012,52.648,52.6503,52.6099,52.2347,67.3264,67.5391,67.578,53.2017,53.4332,53.3733,53.463,53.1941,53.4012,53.1059,53.3208,53.5154,53.4004,53.3548,53.3733,53.3846,53.3891,53.3261,53.328,53.242,53.193,53.2488
"2024-11-15 00:21:03",53.6033,53.5762,53.6244,53.6474,53.5362,53.6342,53.6267,53.6667,53.5814,53.555,53.4038,53.4807,53.5049,53.5426,53.4136,53.3955,53.3755,53.3039,53.5207,53.2111,53.1862,53.2794,53.2032,52.9976,53.1949,53.6124,53.5056,53.5407,53.9586,53.0719,52.9682,53.3778,53.4623,53.4227,53.1975,52.9565,52.8735,52.8358,52.6307,52.6114,53.0523,52.9233,53.0225,52.7027,52.7736,52.8192,52.7159,52.4115,52.358,52.6491,52.7001,52.7114,52.6491,52.309,67.3611,67.5806,67.6474,53.2435,53.4875,53.4095,53.5166,53.2409,53.4517,53.1534,53.3597,53.5569,53.4498,53.3985,53.4098,53.4242,53.4385,53.3785,53.374,53.2914,53.2382,53.282
"2024-11-15 00:22:08",53.6463,53.6312,53.6818,53.6833,53.5777,53.6821,53.6776,53.7153,53.6354,53.6131,53.4626,53.5215,53.5456,53.5848,53.4525,53.4381,53.4106,53.3525,53.5648,53.2435,53.2405,53.331,53.2424,53.0391,53.2394,53.6561,53.5407,53.5901,54.0012,53.1217,53.012,53.4196,53.52,53.4728,53.2439,53.0014,52.9165,52.8724,52.6537,52.6337,53.0874,52.9584,53.0572,52.7464,52.8245,52.8739,52.7431,52.4478,52.4002,52.6936,52.7495,52.7491,52.6978,52.3482,67.3962,67.6232,67.6937,53.2941,53.5381,53.4724,53.5558,53.2925,53.5087,53.1968,53.4132,53.6071,53.5105,53.4532,53.4679,53.4807,53.4917,53.4272,53.4245,53.3435,53.2967,53.3574
"2024-11-15 00:23:13",53.6961,53.6637,53.7059,53.7285,53.6226,53.7142,53.7051,53.7644,53.6919,53.6637,53.4985,53.5626,53.5803,53.6286,53.5056,53.4913,53.4502,53.3955,53.6226,53.2884,53.2899,53.38,53.2944,53.0957,53.2903,53.7014,53.6097,53.6452,54.0555,53.1658,53.0674,53.477,53.5671,53.5264,53.2993,53.0451,52.9603,52.935,52.7299,52.7068,53.1504,53.0206,53.1111,52.7996,52.8781,52.9026,52.803,52.5032,52.4606,52.7536,52.803,52.8038,52.7593,52.3682,67.4573,67.6738,67.6953,53.3472,53.592,53.5241,53.6146,53.3476,53.5581,53.248,53.4645,53.6689,53.5622,53.5139,53.5222,53.5373,53.5411,53.4713,53.4811,53.3936,53.3469,53.4015
