Time,String1Module1,String1Module2,String1Module3,String1Module4,String1Module5,String1Module6,String1Module7,String1Module8,String1Module9,String1Module10,String1Module11,String1Module12,String1Module13,String1Module14,String1Module15,String1Module16,String1Module17,String1Module18,String1Module19,String2Module1,String2Module2,String2Module3,String2Module4,String2Module5,String2Module6,String2Module7,String2Module8,String2Module9,String2Module10,String2Module11,String2Module12,String2Module13,String2Module14,String2Module15,String2Module16,String2Module17,String2Module18,String2Module19,String3Module1,String3Module2,String3Module3,String3Module4,String3Module5,String3Module6,String3Module7,String3Module8,String3Module9,String3Module10,String3Module11,String3Module12,String3Module13,String3Module14,String3Module15,String3Module16,String3Module17,String3Module18,String3Module19,String4Module1,String4Module2,String4Module3,String4Module4,String4Module5,String4Module6,String4Module7,String4Module8,String4Module9,String4Module10,String4Module11,String4Module12,String4Module13,String4Module14,String4Module15,String4Module16,String4Module17,String4Module18,String4Module19
"2024-11-15 05:07:18",55.5558,55.5335,55.5377,55.5792,55.3932,55.5316,55.4713,55.5731,55.5388,55.5034,55.3137,55.3782,55.374,55.4502,55.3212,55.3148,55.2088,55.1575,55.4468,55.0802,55.0734,55.1783,55.1115,54.9154,55.0994,55.566,55.4524,55.555,55.9386,54.8969,54.8249,55.2469,55.3529,55.2858,55.1353,54.7668,54.6175,54.6872,54.3538,54.3557,54.8249,54.754,54.8347,54.4828,54.6129,54.6314,54.5092,54.206,54.097,54.4647,54.5288,54.5296,54.4828,54.0796,68.379,68.5578,68.7188,54.9094,55.1526,55.0915,55.196,54.8396,55.1402,54.5024,55.0372,55.2503,55.1485,55.0832,55.1123,55.1292,55.1304,55.058,55.0598,54.981,54.9203,54.9874
"2024-11-15 05:08:23",55.543,55.5109,55.526,55.5648,55.3797,55.5151,55.4577,55.5663,55.5316,55.489,55.3005,55.3623,55.3687,55.4328,55.3088,55.3106,55.2084,55.1526,55.446,55.1191,55.1209,55.2148,55.1496,54.9689,55.1398,55.6195,55.5034,55.601,55.974,54.8947,54.8151,55.2428,55.3578,55.2937,55.1534,54.76,54.6288,54.6959,54.3772,54.3463,54.8313,54.754,54.8317,54.4775,54.6118,54.6325,54.5224,54.2083,54.1027,54.4647,54.5262,54.5311,54.4779,54.0812,68.3779,68.5533,68.715,54.9026,55.1507,55.0862,55.1907,54.8366,55.133,54.5017,55.038,55.248,55.1428,55.0779,55.1085,55.1262,55.1307,55.0538,55.0572,54.9716,54.9199,54.9844
"2024-11-15 05:09:28",55.5547,55.5233,55.5283,55.5709,55.3815,55.5279,55.4596,55.5716,55.529,55.4988,55.3016,55.374,55.3717,55.4445,55.3091,55.3106,55.2115,55.1534,55.4419,55.1149,55.1066,55.2069,55.1409,54.9508,55.1326,55.6078,55.4898,55.5818,55.9646,54.892,54.8162,55.2454,55.3536,55.2929,55.153,54.7687,54.6307,54.6933,54.355,54.3644,54.8219,54.7513,54.8098,54.4711,54.6031,54.6182,54.5273,54.2041,54.0925,54.4598,54.5145,54.5183,54.4707,54.0721,68.3749,68.5495,68.7124,54.9105,55.1553,55.0938,55.1873,54.8452,55.136,54.5073,55.044,55.245,55.1504,55.0836,55.1092,55.1266,55.1315,55.0587,55.0572,54.9791,54.9203,54.9844
"2024-11-15 05:10:34",55.5347,55.5335,55.5399,55.5588,55.3751,55.5151,55.4475,55.5584,55.5316,55.4992,55.3103,55.3612,55.3559,55.434,55.3001,55.2974,55.2039,55.1405,55.4332,55.1036,55.1017,55.2039,55.1485,54.9539,55.1364,55.6082,55.4905,55.5761,55.9597,54.8947,54.8222,55.2446,55.3563,55.2997,55.1538,54.7668,54.625,54.6967,54.3772,54.3738,54.8366,54.7468,54.8196,54.4813,54.6141,54.6212,54.5235,54.215,54.1042,54.456,54.5145,54.533,54.4805,54.0634,68.3869,68.5627,68.7158,54.9071,55.1534,55.0934,55.1949,54.8415,55.1364,54.5028,55.0444,55.2465,55.1421,55.0813,55.1157,55.1209,55.13,55.044,55.0595,54.9818,54.9075,54.9833
"2024-11-15 05:11:39",55.5486,55.5237,55.5388,55.5735,55.3887,55.5237,55.4517,55.5701,55.5328,55.4943,55.3046,55.3736,55.3691,55.4411,55.3155,55.3129,55.2073,55.1583,55.4366,55.1164,55.1115,55.2077,55.1451,54.9569,55.1334,55.6154,55.4951,55.5927,55.971,54.8973,54.8204,55.2435,55.3608,55.2959,55.1583,54.7627,54.6325,54.6948,54.3723,54.3618,54.8354,54.7593,54.8253,54.4741,54.6099,54.6273,54.5239,54.2162,54.1091,54.4681,54.5303,54.5296,54.4813,54.0702,68.3896,68.5634,68.7158,54.8999,55.1387,55.0798,55.1843,54.8256,55.1258,54.4956,55.0399,55.2322,55.13,55.0696,55.1002,55.1202,55.1262,55.0568,55.0598,54.9795,54.9222,54.9863
"2024-11-15 05:12:44",55.5448,55.5275,55.5399,55.5686,55.3895,55.5271,55.4653,55.5539,55.532,55.4988,55.305,55.3691,55.374,55.4468,55.3035,55.302,55.2141,55.1522,55.4423,55.1089,55.1066,55.1979,55.1345,54.9471,55.13,55.6075,55.4992,55.5848,55.9642,54.8909,54.8083,55.2318,55.3442,55.2929,55.1477,54.7544,54.6295,54.6959,54.3723,54.3761,54.832,54.7627,54.8279,54.4813,54.6107,54.6273,54.5247,54.2162,54.1098,54.4711,54.5239,54.5251,54.4764,54.0763,68.3998,68.5687,68.7301,54.9052,55.1481,55.09,55.1945,54.8434,55.1323,54.5009,55.0372,55.248,55.1394,55.0738,55.0972,55.1251,55.1285,55.0542,55.0564,54.9814,54.9211,54.9806
"2024-11-15 05:13:49",55.5467,55.526,55.5339,55.569,55.3921,55.5207,55.4638,55.5592,55.5305,55.4985,55.3095,55.3797,55.3725,55.4502,55.3118,55.3069,55.2118,55.1496,55.4426,55.1153,55.1115,55.2077,55.1402,54.9573,55.1372,55.6116,55.4909,55.5894,55.9646,54.8996,54.8181,55.2322,55.3578,55.2922,55.1526,54.7645,54.631,54.694,54.3685,54.3697,54.8392,54.757,54.8283,54.4809,54.6129,54.6291,54.5284,54.2128,54.1038,54.47,54.5326,54.5296,54.4828,54.0747,68.4001,68.5687,68.7282,54.9045,55.1538,55.0942,55.1952,54.8256,55.127,54.499,55.0312,55.2484,55.139,55.0825,55.1089,55.1157,55.1089,55.0485,55.0455,54.9648,54.9105,54.9708
"2024-11-15 05:14:54",55.5505,55.5184,55.5369,55.5599,55.3876,55.5305,55.4607,55.5697,55.5313,55.4894,55.3065,55.374,55.371,55.4528,55.3163,55.3129,55.2058,55.1488,55.4377,55.1149,55.1134,55.2096,55.1507,54.9576,55.1262,55.6071,55.4853,55.5829,55.9771,54.8984,54.8219,55.2477,55.3495,55.2805,55.1387,54.7589,54.6141,54.6846,54.3663,54.3565,54.8411,54.7608,54.8351,54.4805,54.6103,54.6295,54.5201,54.2105,54.1053,54.4707,54.5277,54.5315,54.4798,54.0755,68.4032,68.5691,68.735,54.9022,55.156,55.0904,55.1934,54.84,55.1394,54.5024,55.0368,55.2492,55.1428,55.0772,55.1036,55.1277,55.1307,55.0508,55.0538,54.9746,54.9207,54.9731
"2024-11-15 05:16:00",55.5396,55.5102,55.5252,55.5694,55.3906,55.5218,55.4607,55.555,55.5271,55.4834,55.3046,55.3748,55.3695,55.4453,55.3144,55.3027,55.2118,55.159,55.431,55.1209,55.1232,55.2126,55.1519,54.9663,55.1356,55.6131,55.5022,55.5969,55.9744,54.8939,54.8237,55.2458,55.3631,55.2993,55.1545,54.7706,54.6303,54.6959,54.3568,54.3719,54.8336,54.7585,54.8237,54.4696,54.6118,54.6333,54.5126,54.215,54.1068,54.4749,54.5266,54.5235,54.4809,54.0778,68.405,68.5763,68.7418,54.9086,55.1519,55.0862,55.1934,54.8358,55.1326,54.5002,55.0391,55.2514,55.1439,55.0753,55.1149,55.1341,55.1289,55.0561,55.0572,54.9757,54.9143,54.9833
"2024-11-15 05:17:05",55.5332,55.5252,55.5328,55.5633,55.3864,55.5275,55.4536,55.5663,55.5256,55.486,55.3054,55.3744,55.3695,55.4483,55.3023,55.3095,55.2103,55.1477,55.4411,55.1138,55.1104,55.205,55.1398,54.9508,55.1364,55.612,55.4954,55.5897,55.9688,54.8924,54.8166,55.2431,55.3608,55.3005,55.1556,54.7623,54.6299,54.697,54.3727,54.3516,54.8215,54.7479,54.8192,54.4636,54.6016,54.6182,54.5262,54.2011,54.0917,54.4583,54.5111,54.5141,54.4598,54.0751,68.3933,68.5725,68.7388,54.9063,55.1571,55.0866,55.1949,54.8351,55.1319,54.5009,55.0417,55.2511,55.1439,55.0787,55.1051,55.1258,55.1251,55.0519,55.0553,54.9803,54.9165,54.9833
"2024-11-15 05:18:10",55.5365,55.5135,55.523,55.5547,55.371,55.5102,55.4479,55.5614,55.5173,55.4902,55.2963,55.3589,55.3578,55.4366,55.3114,55.2997,55.2028,55.1375,55.426,55.1089,55.096,55.1975,55.1277,54.9437,55.1213,55.5992,55.483,55.5799,55.9612,54.8943,54.8173,55.2477,55.3619,55.2971,55.1564,54.766,54.6254,54.6876,54.3712,54.3542,54.8362,54.7581,54.8332,54.4794,54.6137,54.6208,54.5239,54.2135,54.1087,54.4772,54.5254,54.5262,54.4828,54.0778,68.4032,68.58,68.7377,54.9041,55.1507,55.09,55.1945,54.8366,55.1368,54.5009,55.0376,55.2454,55.1368,55.0746,55.1051,55.1243,55.1206,55.0515,55.0576,54.9761,54.9128,54.9712
"2024-11-15 05:19:15",55.5471,55.5139,55.5354,55.5656,55.3834,55.5173,55.4574,55.5656,55.5279,55.4924,55.3039,55.3725,55.3672,55.4404,55.3084,55.3084,55.2073,55.1402,55.4377,55.0942,55.0949,55.1956,55.1266,54.9373,55.1224,55.5961,55.4777,55.5667,55.9556,54.8977,54.82,55.2465,55.3597,55.2944,55.15,54.7642,54.6227,54.6906,54.3685,54.3663,54.8336,54.7491,54.8294,54.4764,54.6129,54.6163,54.5186,54.2135,54.1034,54.4632,54.5228,54.53,54.4817,54.06,68.4152,68.5732,68.7362,54.8965,55.1417,55.0749,55.1854,54.823,55.1356,54.502,55.0425,55.2405,55.1379,55.0663,55.0923,55.1198,55.1262,55.0549,55.0561,54.9735,54.9173,54.9716
"2024-11-15 05:20:21",55.5471,55.5113,55.529,55.563,55.3827,55.526,55.457,55.5622,55.5233,55.4864,55.2937,55.371,55.3717,55.4445,55.3069,55.3106,55.2133,55.1515,55.4238,55.0779,55.0738,55.1741,55.1043,54.9086,55.0919,55.5871,55.4619,55.5467,55.9318,54.8886,54.806,55.2352,55.3578,55.302,55.1553,54.7664,54.6269,54.6917,54.3761,54.3742,54.8392,54.7581,54.829,54.4719,54.6095,54.625,54.5239,54.2116,54.106,54.4707,54.5243,54.53,54.4787,54.0796,68.4164,68.5891,68.7494,54.9041,55.1485,55.0881,55.196,54.8388,55.1334,54.4926,55.0368,55.2473,55.1405,55.0636,55.1059,55.1281,55.1296,55.0444,55.0614,54.9772,54.9105,54.9855
